"ï..Year","AphiaID","Species.Latin.Name","Species_Latin_Name","Area","Country","AMS_Catch","BMS_Catch"
2021,105711,"Rajidae","Rajidae","27_12_C","FR",1.815,"NULL"
2021,105711,"Rajidae","Rajidae","27_4_A","FR",0.78,"NULL"
2021,105711,"Rajidae","Rajidae","27_5_B_1_B","FR",4.589,"NULL"
2021,105711,"Rajidae","Rajidae","27_6_A","FR",7.495,"NULL"
2021,105711,"Rajidae","Rajidae","27_7_D","FR",283.242,"NULL"
2021,105711,"Rajidae","Rajidae","27_7_E","FR",1.451,"NULL"
2021,105711,"Rajidae","Rajidae","27_7_F","FR",2.104,"NULL"
2021,105711,"Rajidae","Rajidae","27_7_G","FR",0.553,"NULL"
2021,105711,"Rajidae","Rajidae","27_7_H","FR",3.372,"NULL"
2021,105711,"Rajidae","Rajidae","27_7_J_2","FR",0.113,"NULL"
2021,105711,"Rajidae","Rajidae","27_8_A","FR",5.301,"NULL"
2021,105711,"Rajidae","Rajidae","27_8_B","FR",14.435,"NULL"
2021,105711,"Rajidae","Rajidae","27_8_C","FR",0.03,"NULL"
2021,105711,"Rajidae","Rajidae","27_8_D_2","FR",0.029,"NULL"
2021,105801,"Prionace glauca","Prionace glauca","27_12_C","FR",0.001,"NULL"
2021,105801,"Prionace glauca","Prionace glauca","27_7_E","FR",2.725,"NULL"
2021,105801,"Prionace glauca","Prionace glauca","27_7_F","FR",1.165,"NULL"
2021,105801,"Prionace glauca","Prionace glauca","27_7_G","FR",0.393,"NULL"
2021,105801,"Prionace glauca","Prionace glauca","27_7_H","FR",0.755,"NULL"
2021,105801,"Prionace glauca","Prionace glauca","27_7_J_2","FR",0.469,"NULL"
2021,105801,"Prionace glauca","Prionace glauca","27_8_A","FR",19.167,"NULL"
2021,105801,"Prionace glauca","Prionace glauca","27_8_B","FR",16.423,"NULL"
2021,105801,"Prionace glauca","Prionace glauca","27_8_C","FR",1.956,"NULL"
2021,105801,"Prionace glauca","Prionace glauca","27_8_D_2","FR",0.32,"NULL"
2021,105814,"Scyliorhinus canicula","Scyliorhinus canicula","27_12_C","FR",1.091,"NULL"
2021,105814,"Scyliorhinus canicula","Scyliorhinus canicula","27_4_A","FR",0.004,"NULL"
2021,105814,"Scyliorhinus canicula","Scyliorhinus canicula","27_4_B","FR",1.46,"NULL"
2021,105814,"Scyliorhinus canicula","Scyliorhinus canicula","27_4_C","FR",76.229,"NULL"
2021,105814,"Scyliorhinus canicula","Scyliorhinus canicula","27_5_B_1_B","FR",0.005,"NULL"
2021,105814,"Scyliorhinus canicula","Scyliorhinus canicula","27_6_A","FR",2.078,"NULL"
2021,105814,"Scyliorhinus canicula","Scyliorhinus canicula","27_7_A","FR",0.01,"NULL"
2021,105814,"Scyliorhinus canicula","Scyliorhinus canicula","27_7_B","FR",0.719,"NULL"
2021,105814,"Scyliorhinus canicula","Scyliorhinus canicula","27_7_D","FR",1318.03,"NULL"
2021,105814,"Scyliorhinus canicula","Scyliorhinus canicula","27_7_E","FR",926.343,"NULL"
2021,105814,"Scyliorhinus canicula","Scyliorhinus canicula","27_7_F","FR",37.519,"NULL"
2021,105814,"Scyliorhinus canicula","Scyliorhinus canicula","27_7_G","FR",111.946,"NULL"
2021,105814,"Scyliorhinus canicula","Scyliorhinus canicula","27_7_H","FR",219.846,"NULL"
2021,105814,"Scyliorhinus canicula","Scyliorhinus canicula","27_7_J_2","FR",4.954,"NULL"
2021,105814,"Scyliorhinus canicula","Scyliorhinus canicula","27_7_K_2","FR",0.001,"NULL"
2021,105814,"Scyliorhinus canicula","Scyliorhinus canicula","27_8_A","FR",473.601,"NULL"
2021,105814,"Scyliorhinus canicula","Scyliorhinus canicula","27_8_B","FR",24.884,"NULL"
2021,105814,"Scyliorhinus canicula","Scyliorhinus canicula","27_8_C","FR",0.009,"NULL"
2021,105814,"Scyliorhinus canicula","Scyliorhinus canicula","27_8_D_2","FR",0.971,"NULL"
2021,105820,"Galeorhinus galeus","Galeorhinus galeus","27_4_B","FR",0.08,"NULL"
2021,105820,"Galeorhinus galeus","Galeorhinus galeus","27_4_C","FR",2.6,"NULL"
2021,105820,"Galeorhinus galeus","Galeorhinus galeus","27_6_A","FR",0.1,"NULL"
2021,105820,"Galeorhinus galeus","Galeorhinus galeus","27_7_A","FR",0.001,"NULL"
2021,105820,"Galeorhinus galeus","Galeorhinus galeus","27_7_B","FR",0.065,"NULL"
2021,105820,"Galeorhinus galeus","Galeorhinus galeus","27_7_C_2","FR",0.004,"NULL"
2021,105820,"Galeorhinus galeus","Galeorhinus galeus","27_7_D","FR",44.191,"NULL"
2021,105820,"Galeorhinus galeus","Galeorhinus galeus","27_7_E","FR",126.734,"NULL"
2021,105820,"Galeorhinus galeus","Galeorhinus galeus","27_7_F","FR",12.701,"NULL"
2021,105820,"Galeorhinus galeus","Galeorhinus galeus","27_7_G","FR",7.237,"NULL"
2021,105820,"Galeorhinus galeus","Galeorhinus galeus","27_7_H","FR",74.123,"NULL"
2021,105820,"Galeorhinus galeus","Galeorhinus galeus","27_7_J_2","FR",1.136,"NULL"
2021,105820,"Galeorhinus galeus","Galeorhinus galeus","27_7_K_2","FR",0.007,"NULL"
2021,105820,"Galeorhinus galeus","Galeorhinus galeus","27_8_A","FR",68.435,"NULL"
2021,105820,"Galeorhinus galeus","Galeorhinus galeus","27_8_B","FR",7.649,"NULL"
2021,105820,"Galeorhinus galeus","Galeorhinus galeus","27_8_C","FR",0.015,"NULL"
2021,105820,"Galeorhinus galeus","Galeorhinus galeus","27_8_D_2","FR",10.932,"NULL"
2021,105839,"Isurus oxyrinchus","Isurus oxyrinchus","27_8_A","FR",0.454,"NULL"
2021,105839,"Isurus oxyrinchus","Isurus oxyrinchus","27_8_B","FR",0.943,"NULL"
2021,105839,"Isurus oxyrinchus","Isurus oxyrinchus","27_8_C","FR",0.055,"NULL"
2021,105839,"Isurus oxyrinchus","Isurus oxyrinchus","27_8_D_2","FR",0.039,"NULL"
2021,105865,"Amblyraja radiata","Amblyraja radiata","27_4_A","FR",0.819,"NULL"
2021,105865,"Amblyraja radiata","Amblyraja radiata","27_5_B_1_B","FR",4.447,"NULL"
2021,105865,"Amblyraja radiata","Amblyraja radiata","27_6_A","FR",16.37,"NULL"
2021,105865,"Amblyraja radiata","Amblyraja radiata","27_7_D","FR",93,"NULL"
2021,105865,"Amblyraja radiata","Amblyraja radiata","27_7_E","FR",0.81,"NULL"
2021,105865,"Amblyraja radiata","Amblyraja radiata","27_8_A","FR",0.002,"NULL"
2021,105869,"Dipturus batis","Dipturus batis","27_7_J_2","FR",0.005,"NULL"
2021,105873,"Leucoraja circularis","Leucoraja circularis","27_6_A","FR",0.495,"NULL"
2021,105873,"Leucoraja circularis","Leucoraja circularis","27_7_B","FR",0.167,"NULL"
2021,105873,"Leucoraja circularis","Leucoraja circularis","27_7_C_2","FR",0.853,"NULL"
2021,105873,"Leucoraja circularis","Leucoraja circularis","27_7_D","FR",140,"NULL"
2021,105873,"Leucoraja circularis","Leucoraja circularis","27_7_E","FR",2.436,"NULL"
2021,105873,"Leucoraja circularis","Leucoraja circularis","27_7_F","FR",1.038,"NULL"
2021,105873,"Leucoraja circularis","Leucoraja circularis","27_7_G","FR",0.911,"NULL"
2021,105873,"Leucoraja circularis","Leucoraja circularis","27_7_H","FR",10.032,"NULL"
2021,105873,"Leucoraja circularis","Leucoraja circularis","27_7_J_2","FR",15.133,"NULL"
2021,105873,"Leucoraja circularis","Leucoraja circularis","27_7_K_2","FR",0.438,"NULL"
2021,105873,"Leucoraja circularis","Leucoraja circularis","27_8_A","FR",16.5,"NULL"
2021,105873,"Leucoraja circularis","Leucoraja circularis","27_8_B","FR",3.877,"NULL"
2021,105873,"Leucoraja circularis","Leucoraja circularis","27_8_C","FR",0.064,"NULL"
2021,105873,"Leucoraja circularis","Leucoraja circularis","27_8_D_2","FR",2.142,"NULL"
2021,105874,"Leucoraja fullonica","Leucoraja fullonica","27_4_A","FR",0.025,"NULL"
2021,105874,"Leucoraja fullonica","Leucoraja fullonica","27_5_B_1_B","FR",0.752,"NULL"
2021,105874,"Leucoraja fullonica","Leucoraja fullonica","27_6_A","FR",4.019,"NULL"
2021,105874,"Leucoraja fullonica","Leucoraja fullonica","27_6_B_1","FR",0.02,"NULL"
2021,105874,"Leucoraja fullonica","Leucoraja fullonica","27_6_B_2","FR",0.072,"NULL"
2021,105874,"Leucoraja fullonica","Leucoraja fullonica","27_7_B","FR",0.527,"NULL"
2021,105874,"Leucoraja fullonica","Leucoraja fullonica","27_7_C_2","FR",0.199,"NULL"
2021,105874,"Leucoraja fullonica","Leucoraja fullonica","27_7_D","FR",140.058,"NULL"
2021,105874,"Leucoraja fullonica","Leucoraja fullonica","27_7_E","FR",4.628,"NULL"
2021,105874,"Leucoraja fullonica","Leucoraja fullonica","27_7_F","FR",0.115,"NULL"
2021,105874,"Leucoraja fullonica","Leucoraja fullonica","27_7_G","FR",5.061,"NULL"
2021,105874,"Leucoraja fullonica","Leucoraja fullonica","27_7_H","FR",102.896,"NULL"
2021,105874,"Leucoraja fullonica","Leucoraja fullonica","27_7_J_2","FR",19.537,"NULL"
2021,105874,"Leucoraja fullonica","Leucoraja fullonica","27_7_K_2","FR",0.065,"NULL"
2021,105874,"Leucoraja fullonica","Leucoraja fullonica","27_8_A","FR",28.856,"NULL"
2021,105874,"Leucoraja fullonica","Leucoraja fullonica","27_8_B","FR",0.021,"NULL"
2021,105874,"Leucoraja fullonica","Leucoraja fullonica","27_8_D_2","FR",2.516,"NULL"
2021,105876,"Leucoraja naevus","Leucoraja naevus","27_12_C","FR",0.815,"NULL"
2021,105876,"Leucoraja naevus","Leucoraja naevus","27_4_A","FR",0.064,"NULL"
2021,105876,"Leucoraja naevus","Leucoraja naevus","27_4_C","FR",0.023,"NULL"
2021,105876,"Leucoraja naevus","Leucoraja naevus","27_5_B_1_B","FR",1.683,"NULL"
2021,105876,"Leucoraja naevus","Leucoraja naevus","27_6_A","FR",4.572,"NULL"
2021,105876,"Leucoraja naevus","Leucoraja naevus","27_7_B","FR",6.769,"NULL"
2021,105876,"Leucoraja naevus","Leucoraja naevus","27_7_C_2","FR",4.927,"NULL"
2021,105876,"Leucoraja naevus","Leucoraja naevus","27_7_D","FR",1.901,"NULL"
2021,105876,"Leucoraja naevus","Leucoraja naevus","27_7_E","FR",197.309,"NULL"
2021,105876,"Leucoraja naevus","Leucoraja naevus","27_7_F","FR",25.717,"NULL"
2021,105876,"Leucoraja naevus","Leucoraja naevus","27_7_G","FR",28.163,"NULL"
2021,105876,"Leucoraja naevus","Leucoraja naevus","27_7_H","FR",1045.18,"NULL"
2021,105876,"Leucoraja naevus","Leucoraja naevus","27_7_J_2","FR",140.497,"NULL"
2021,105876,"Leucoraja naevus","Leucoraja naevus","27_7_K_2","FR",0.496,"NULL"
2021,105876,"Leucoraja naevus","Leucoraja naevus","27_8_A","FR",594.272,"NULL"
2021,105876,"Leucoraja naevus","Leucoraja naevus","27_8_B","FR",70.175,"NULL"
2021,105876,"Leucoraja naevus","Leucoraja naevus","27_8_C","FR",0.155,"NULL"
2021,105876,"Leucoraja naevus","Leucoraja naevus","27_8_D_2","FR",27.216,"NULL"
2021,105883,"Raja clavata","Raja clavata","27_12_C","FR",2.324,"NULL"
2021,105883,"Raja clavata","Raja clavata","27_4_A","FR",0.015,"NULL"
2021,105883,"Raja clavata","Raja clavata","27_4_B","FR",0.932,"NULL"
2021,105883,"Raja clavata","Raja clavata","27_4_C","FR",25.272,"NULL"
2021,105883,"Raja clavata","Raja clavata","27_5_B_1_B","FR",1.261,"NULL"
2021,105883,"Raja clavata","Raja clavata","27_6_A","FR",13.336,"NULL"
2021,105883,"Raja clavata","Raja clavata","27_6_B_1","FR",0.004,"NULL"
2021,105883,"Raja clavata","Raja clavata","27_6_B_2","FR",0.037,"NULL"
2021,105883,"Raja clavata","Raja clavata","27_7_A","FR",0.03,"NULL"
2021,105883,"Raja clavata","Raja clavata","27_7_B","FR",13.305,"NULL"
2021,105883,"Raja clavata","Raja clavata","27_7_C_2","FR",3.78,"NULL"
2021,105883,"Raja clavata","Raja clavata","27_7_D","FR",1168.74,"NULL"
2021,105883,"Raja clavata","Raja clavata","27_7_E","FR",308.531,"NULL"
2021,105883,"Raja clavata","Raja clavata","27_7_F","FR",4.993,"NULL"
2021,105883,"Raja clavata","Raja clavata","27_7_G","FR",101.63,"NULL"
2021,105883,"Raja clavata","Raja clavata","27_7_H","FR",17.083,"NULL"
2021,105883,"Raja clavata","Raja clavata","27_7_J_2","FR",9.596,"NULL"
2021,105883,"Raja clavata","Raja clavata","27_7_K_2","FR",0.038,"NULL"
2021,105883,"Raja clavata","Raja clavata","27_8_A","FR",173.814,"NULL"
2021,105883,"Raja clavata","Raja clavata","27_8_B","FR",86.099,"NULL"
2021,105883,"Raja clavata","Raja clavata","27_8_C","FR",0.041,"NULL"
2021,105883,"Raja clavata","Raja clavata","27_8_D_2","FR",1.331,"NULL"
2021,105885,"Raja microocellata","Raja microocellata","27_7_D","FR",3.451,"NULL"
2021,105885,"Raja microocellata","Raja microocellata","27_7_E","FR",17.619,"NULL"
2021,105885,"Raja microocellata","Raja microocellata","27_7_F","FR",9.852,"NULL"
2021,105885,"Raja microocellata","Raja microocellata","27_7_G","FR",31.831,"NULL"
2021,105885,"Raja microocellata","Raja microocellata","27_7_H","FR",1.342,"NULL"
2021,105885,"Raja microocellata","Raja microocellata","27_7_J_2","FR",0.006,"NULL"
2021,105885,"Raja microocellata","Raja microocellata","27_8_A","FR",29.46,"NULL"
2021,105885,"Raja microocellata","Raja microocellata","27_8_B","FR",11.006,"NULL"
2021,105885,"Raja microocellata","Raja microocellata","27_8_D_2","FR",0.008,"NULL"
2021,105887,"Raja montagui","Raja montagui","27_12_C","FR",0.144,"NULL"
2021,105887,"Raja montagui","Raja montagui","27_4_C","FR",0.343,"NULL"
2021,105887,"Raja montagui","Raja montagui","27_5_B_1_B","FR",0.012,"NULL"
2021,105887,"Raja montagui","Raja montagui","27_6_A","FR",0.209,"NULL"
2021,105887,"Raja montagui","Raja montagui","27_7_A","FR",0.001,"NULL"
2021,105887,"Raja montagui","Raja montagui","27_7_B","FR",0.014,"NULL"
2021,105887,"Raja montagui","Raja montagui","27_7_D","FR",14.223,"NULL"
2021,105887,"Raja montagui","Raja montagui","27_7_E","FR",264.592,"NULL"
2021,105887,"Raja montagui","Raja montagui","27_7_F","FR",110.278,"NULL"
2021,105887,"Raja montagui","Raja montagui","27_7_G","FR",70.372,"NULL"
2021,105887,"Raja montagui","Raja montagui","27_7_H","FR",105.461,"NULL"
2021,105887,"Raja montagui","Raja montagui","27_7_J_2","FR",0.335,"NULL"
2021,105887,"Raja montagui","Raja montagui","27_8_A","FR",179.523,"NULL"
2021,105887,"Raja montagui","Raja montagui","27_8_B","FR",4.493,"NULL"
2021,105887,"Raja montagui","Raja montagui","27_8_C","FR",0.064,"NULL"
2021,105887,"Raja montagui","Raja montagui","27_8_D_2","FR",0.044,"NULL"
2021,105891,"Raja undulata","Raja undulata","27_7_B","FR",0.197,"NULL"
2021,105891,"Raja undulata","Raja undulata","27_7_D","FR",16.079,"NULL"
2021,105891,"Raja undulata","Raja undulata","27_7_E","FR",131.436,"NULL"
2021,105891,"Raja undulata","Raja undulata","27_7_H","FR",4.095,"NULL"
2021,105891,"Raja undulata","Raja undulata","27_8_A","FR",16.097,"NULL"
2021,105891,"Raja undulata","Raja undulata","27_8_B","FR",5.198,"NULL"
2021,105891,"Raja undulata","Raja undulata","27_8_C","FR",0.064,"NULL"
2021,107254,"Nephrops norvegicus","Nephrops norvegicus","27_12_C","FR",1.679,"NULL"
2021,107254,"Nephrops norvegicus","Nephrops norvegicus","27_7_A","FR",0.031,"NULL"
2021,107254,"Nephrops norvegicus","Nephrops norvegicus","27_7_B","FR",0.015,"NULL"
2021,107254,"Nephrops norvegicus","Nephrops norvegicus","27_7_C_2","FR",21.135,"NULL"
2021,107254,"Nephrops norvegicus","Nephrops norvegicus","27_7_E","FR",1.817,"NULL"
2021,107254,"Nephrops norvegicus","Nephrops norvegicus","27_7_F","FR",1.024,"NULL"
2021,107254,"Nephrops norvegicus","Nephrops norvegicus","27_7_G","FR",78.656,"NULL"
2021,107254,"Nephrops norvegicus","Nephrops norvegicus","27_7_H","FR",20.144,"NULL"
2021,107254,"Nephrops norvegicus","Nephrops norvegicus","27_7_J_2","FR",30.991,"NULL"
2021,107254,"Nephrops norvegicus","Nephrops norvegicus","27_7_K_2","FR",15.263,"NULL"
2021,107254,"Nephrops norvegicus","Nephrops norvegicus","27_8_A","FR",2934.1,"NULL"
2021,107254,"Nephrops norvegicus","Nephrops norvegicus","27_8_B","FR",71.69,"NULL"
2021,107254,"Nephrops norvegicus","Nephrops norvegicus","27_8_C","FR",0.773,"NULL"
2021,107254,"Nephrops norvegicus","Nephrops norvegicus","27_8_D_2","FR",0.033,"NULL"
2021,107649,"Pandalus borealis","Pandalus borealis","27_8_B","FR",0.5,"NULL"
2021,125700,"Beryx","Beryx","27_5_B_1_B","FR",0.001,"NULL"
2021,125700,"Beryx","Beryx","27_6_A","FR",0.031,"NULL"
2021,125700,"Beryx","Beryx","27_7_B","FR",0.001,"NULL"
2021,125700,"Beryx","Beryx","27_7_C_2","FR",0.005,"NULL"
2021,125700,"Beryx","Beryx","27_7_H","FR",0.757,"NULL"
2021,125700,"Beryx","Beryx","27_7_J_2","FR",4.831,"NULL"
2021,125700,"Beryx","Beryx","27_7_K_2","FR",0.028,"NULL"
2021,125700,"Beryx","Beryx","27_8_A","FR",1.86,"NULL"
2021,125700,"Beryx","Beryx","27_8_B","FR",2.877,"NULL"
2021,125700,"Beryx","Beryx","27_8_C","FR",0.104,"NULL"
2021,125700,"Beryx","Beryx","27_8_D_2","FR",1.357,"NULL"
2021,125909,"Ammodytes","Ammodytes","27_4_C","FR",0.047,"NULL"
2021,125909,"Ammodytes","Ammodytes","27_7_B","FR",0.001,"NULL"
2021,125909,"Ammodytes","Ammodytes","27_7_D","FR",23.003,"NULL"
2021,125909,"Ammodytes","Ammodytes","27_7_E","FR",18.971,"NULL"
2021,125909,"Ammodytes","Ammodytes","27_7_H","FR",0.049,"NULL"
2021,125909,"Ammodytes","Ammodytes","27_8_A","FR",37.035,"NULL"
2021,125909,"Ammodytes","Ammodytes","27_8_B","FR",0.01,"NULL"
2021,126122,"Lepidorhombus","Lepidorhombus","27_12_C","FR",0.654,"NULL"
2021,126122,"Lepidorhombus","Lepidorhombus","27_2_A_2","FR",3.262,"NULL"
2021,126122,"Lepidorhombus","Lepidorhombus","27_4_A","FR",73.501,"NULL"
2021,126122,"Lepidorhombus","Lepidorhombus","27_5_B_1_B","FR",0.869,"NULL"
2021,126122,"Lepidorhombus","Lepidorhombus","27_6_A","FR",122.526,"NULL"
2021,126122,"Lepidorhombus","Lepidorhombus","27_6_B_1","FR",0.005,"NULL"
2021,126122,"Lepidorhombus","Lepidorhombus","27_6_B_2","FR",1.193,"NULL"
2021,126122,"Lepidorhombus","Lepidorhombus","27_7_A","FR",0.013,"NULL"
2021,126122,"Lepidorhombus","Lepidorhombus","27_7_B","FR",416.453,"NULL"
2021,126122,"Lepidorhombus","Lepidorhombus","27_7_C_2","FR",444.627,"NULL"
2021,126122,"Lepidorhombus","Lepidorhombus","27_7_D","FR",0.083,"NULL"
2021,126122,"Lepidorhombus","Lepidorhombus","27_7_E","FR",114.959,"NULL"
2021,126122,"Lepidorhombus","Lepidorhombus","27_7_F","FR",27.42,"NULL"
2021,126122,"Lepidorhombus","Lepidorhombus","27_7_G","FR",156.612,"NULL"
2021,126122,"Lepidorhombus","Lepidorhombus","27_7_H","FR",818.493,"NULL"
2021,126122,"Lepidorhombus","Lepidorhombus","27_7_J_2","FR",1051.83,"NULL"
2021,126122,"Lepidorhombus","Lepidorhombus","27_7_K_2","FR",36.074,"NULL"
2021,126122,"Lepidorhombus","Lepidorhombus","27_8_A","FR",1407.88,"NULL"
2021,126122,"Lepidorhombus","Lepidorhombus","27_8_B","FR",114.202,"NULL"
2021,126122,"Lepidorhombus","Lepidorhombus","27_8_C","FR",1.433,"NULL"
2021,126122,"Lepidorhombus","Lepidorhombus","27_8_D_2","FR",24.539,"NULL"
2021,126281,"Anguilla anguilla","Anguilla anguilla","27_7_D","FR",1.554,"NULL"
2021,126281,"Anguilla anguilla","Anguilla anguilla","27_7_E","FR",0.796,"NULL"
2021,126281,"Anguilla anguilla","Anguilla anguilla","27_8_A","FR",30.788,"NULL"
2021,126281,"Anguilla anguilla","Anguilla anguilla","27_8_B","FR",9.462,"NULL"
2021,126417,"Clupea harengus","Clupea harengus","27_4_A","FR",13744.8,"NULL"
2021,126417,"Clupea harengus","Clupea harengus","27_4_B","FR",0.143,"NULL"
2021,126417,"Clupea harengus","Clupea harengus","27_4_C","FR",3619.2,"NULL"
2021,126417,"Clupea harengus","Clupea harengus","27_6_A","FR",50.519,"NULL"
2021,126417,"Clupea harengus","Clupea harengus","27_7_B","FR",0.016,"NULL"
2021,126417,"Clupea harengus","Clupea harengus","27_7_D","FR",6064.31,"NULL"
2021,126417,"Clupea harengus","Clupea harengus","27_7_E","FR",0.185,"NULL"
2021,126417,"Clupea harengus","Clupea harengus","27_7_F","FR",0.48,"NULL"
2021,126417,"Clupea harengus","Clupea harengus","27_7_G","FR",0.036,"NULL"
2021,126417,"Clupea harengus","Clupea harengus","27_7_H","FR",0.002,"NULL"
2021,126417,"Clupea harengus","Clupea harengus","27_8_A","FR",1.519,"NULL"
2021,126417,"Clupea harengus","Clupea harengus","27_8_B","FR",0.031,"NULL"
2021,126421,"Sardina pilchardus","Sardina pilchardus","27_12_C","FR",0.225,"NULL"
2021,126421,"Sardina pilchardus","Sardina pilchardus","27_4_A","FR",0.018,"NULL"
2021,126421,"Sardina pilchardus","Sardina pilchardus","27_4_B","FR",0.71,"NULL"
2021,126421,"Sardina pilchardus","Sardina pilchardus","27_4_C","FR",803.566,"NULL"
2021,126421,"Sardina pilchardus","Sardina pilchardus","27_7_B","FR",0.394,"NULL"
2021,126421,"Sardina pilchardus","Sardina pilchardus","27_7_D","FR",636.404,"NULL"
2021,126421,"Sardina pilchardus","Sardina pilchardus","27_7_E","FR",12287.9,"NULL"
2021,126421,"Sardina pilchardus","Sardina pilchardus","27_7_H","FR",57.191,"NULL"
2021,126421,"Sardina pilchardus","Sardina pilchardus","27_8_A","FR",6649.47,"NULL"
2021,126421,"Sardina pilchardus","Sardina pilchardus","27_8_B","FR",1244.63,"NULL"
2021,126421,"Sardina pilchardus","Sardina pilchardus","27_8_C","FR",31.344,"NULL"
2021,126421,"Sardina pilchardus","Sardina pilchardus","27_8_D_2","FR",0.013,"NULL"
2021,126425,"Sprattus sprattus","Sprattus sprattus","27_7_D","FR",0.252,"NULL"
2021,126425,"Sprattus sprattus","Sprattus sprattus","27_8_A","FR",0.031,"NULL"
2021,126426,"Engraulis encrasicolus","Engraulis encrasicolus","27_12_C","FR",11.855,"NULL"
2021,126426,"Engraulis encrasicolus","Engraulis encrasicolus","27_4_C","FR",0.02,"NULL"
2021,126426,"Engraulis encrasicolus","Engraulis encrasicolus","27_7_D","FR",0.206,"NULL"
2021,126426,"Engraulis encrasicolus","Engraulis encrasicolus","27_7_E","FR",2.86,"NULL"
2021,126426,"Engraulis encrasicolus","Engraulis encrasicolus","27_7_H","FR",0.3,"NULL"
2021,126426,"Engraulis encrasicolus","Engraulis encrasicolus","27_8_A","FR",85.998,"NULL"
2021,126426,"Engraulis encrasicolus","Engraulis encrasicolus","27_8_B","FR",3.629,"NULL"
2021,126426,"Engraulis encrasicolus","Engraulis encrasicolus","27_8_C","FR",3.729,"NULL"
2021,126436,"Gadus morhua","Gadus morhua","27_1_B","FR",567.547,"NULL"
2021,126436,"Gadus morhua","Gadus morhua","27_2_A_2","FR",183.971,"NULL"
2021,126436,"Gadus morhua","Gadus morhua","27_2_B_2","FR",2172.2,"NULL"
2021,126436,"Gadus morhua","Gadus morhua","27_4_A","FR",282.293,"NULL"
2021,126436,"Gadus morhua","Gadus morhua","27_4_B","FR",0.155,"NULL"
2021,126436,"Gadus morhua","Gadus morhua","27_4_C","FR",1.242,"NULL"
2021,126436,"Gadus morhua","Gadus morhua","27_5_B_1_B","FR",3.149,"NULL"
2021,126436,"Gadus morhua","Gadus morhua","27_6_A","FR",161.815,"NULL"
2021,126436,"Gadus morhua","Gadus morhua","27_7_B","FR",1.058,"NULL"
2021,126436,"Gadus morhua","Gadus morhua","27_7_C_2","FR",0.86,"NULL"
2021,126436,"Gadus morhua","Gadus morhua","27_7_D","FR",4.93,"NULL"
2021,126436,"Gadus morhua","Gadus morhua","27_7_E","FR",33.515,"NULL"
2021,126436,"Gadus morhua","Gadus morhua","27_7_F","FR",29.791,"NULL"
2021,126436,"Gadus morhua","Gadus morhua","27_7_G","FR",83.192,"NULL"
2021,126436,"Gadus morhua","Gadus morhua","27_7_H","FR",86.119,"NULL"
2021,126436,"Gadus morhua","Gadus morhua","27_7_J_2","FR",27.501,"NULL"
2021,126436,"Gadus morhua","Gadus morhua","27_7_K_2","FR",0.03,"NULL"
2021,126436,"Gadus morhua","Gadus morhua","27_8_A","FR",3.058,"NULL"
2021,126436,"Gadus morhua","Gadus morhua","27_8_B","FR",0.077,"NULL"
2021,126436,"Gadus morhua","Gadus morhua","27_8_C","FR",0.015,"NULL"
2021,126436,"Gadus morhua","Gadus morhua","27_8_D_2","FR",0.021,"NULL"
2021,126437,"Melanogrammus aeglefinus","Melanogrammus aeglefinus","27_1_B","FR",10.109,"NULL"
2021,126437,"Melanogrammus aeglefinus","Melanogrammus aeglefinus","27_2_A_2","FR",49.173,"NULL"
2021,126437,"Melanogrammus aeglefinus","Melanogrammus aeglefinus","27_2_B_2","FR",43.193,"NULL"
2021,126437,"Melanogrammus aeglefinus","Melanogrammus aeglefinus","27_4_A","FR",215.459,"NULL"
2021,126437,"Melanogrammus aeglefinus","Melanogrammus aeglefinus","27_4_B","FR",2.872,"NULL"
2021,126437,"Melanogrammus aeglefinus","Melanogrammus aeglefinus","27_4_C","FR",0.778,"NULL"
2021,126437,"Melanogrammus aeglefinus","Melanogrammus aeglefinus","27_5_B_1_B","FR",3.637,"NULL"
2021,126437,"Melanogrammus aeglefinus","Melanogrammus aeglefinus","27_6_A","FR",92.303,"NULL"
2021,126437,"Melanogrammus aeglefinus","Melanogrammus aeglefinus","27_6_B_1","FR",0.012,"NULL"
2021,126437,"Melanogrammus aeglefinus","Melanogrammus aeglefinus","27_6_B_2","FR",0.472,"NULL"
2021,126437,"Melanogrammus aeglefinus","Melanogrammus aeglefinus","27_7_A","FR",0.335,"NULL"
2021,126437,"Melanogrammus aeglefinus","Melanogrammus aeglefinus","27_7_B","FR",21.687,"NULL"
2021,126437,"Melanogrammus aeglefinus","Melanogrammus aeglefinus","27_7_C_2","FR",20.541,"NULL"
2021,126437,"Melanogrammus aeglefinus","Melanogrammus aeglefinus","27_7_D","FR",0.949,"NULL"
2021,126437,"Melanogrammus aeglefinus","Melanogrammus aeglefinus","27_7_E","FR",876.976,"NULL"
2021,126437,"Melanogrammus aeglefinus","Melanogrammus aeglefinus","27_7_F","FR",640.423,"NULL"
2021,126437,"Melanogrammus aeglefinus","Melanogrammus aeglefinus","27_7_G","FR",836.671,"NULL"
2021,126437,"Melanogrammus aeglefinus","Melanogrammus aeglefinus","27_7_H","FR",1498.08,"NULL"
2021,126437,"Melanogrammus aeglefinus","Melanogrammus aeglefinus","27_7_J_2","FR",352.872,"NULL"
2021,126437,"Melanogrammus aeglefinus","Melanogrammus aeglefinus","27_7_K_2","FR",0.73,"NULL"
